url,keywords,lon,lat
'http://en.wikipedia.org/wiki/Awano_Station',fukui,136.0272,35.6171
'http://en.wikipedia.org/wiki/Awano_Station',prefecture,136.0272,35.6171
'undefined',,-105.55389,35.766666
'http://en.wikipedia.org/wiki/Mraclin',,16.1,45.666668
'http://en.wikipedia.org/wiki/Xagar',geoclass,86.36667,30.55
'http://en.wikipedia.org/wiki/Xagar',populated,86.36667,30.55
'http://en.wikipedia.org/wiki/Xagar',tibet,86.36667,30.55
'http://en.wikipedia.org/wiki/Penc',geoclass,19.25,47.8
'http://en.wikipedia.org/wiki/Penc',populated,19.25,47.8
'http://en.wikipedia.org/wiki/Penc',pest,19.25,47.8
'http://en.wikipedia.org/wiki/Penc',county,19.25,47.8
'http://en.wikipedia.org/wiki/Jabal_Ghina',mountain109359803,56.216667,25.183332
'http://en.wikipedia.org/wiki/Jabal_Ghina',mountains,56.216667,25.183332
'http://en.wikipedia.org/wiki/Jabal_Ghina',fujairah,56.216667,25.183332
'http://en.wikipedia.org/wiki/Kurichi',cities,77.01,10.96
'http://en.wikipedia.org/wiki/Kurichi',towns,77.01,10.96
'http://en.wikipedia.org/wiki/Kurichi',tamil,77.01,10.96
'http://en.wikipedia.org/wiki/Kurichi',nadu,77.01,10.96
'http://en.wikipedia.org/wiki/Baykan',populated,41.78472,38.163887
'http://en.wikipedia.org/wiki/Baykan',siirt,41.78472,38.163887
'http://en.wikipedia.org/wiki/Baykan',province,41.78472,38.163887
'http://en.wikipedia.org/wiki/Jezerane',,15.2,45.05
'http://en.wikipedia.org/wiki/Iilaste',,22.8,58.3
'http://en.wikipedia.org/wiki/Jabal_Thawban',mountain109359803,56.1,25.333334
'http://en.wikipedia.org/wiki/Jabal_Thawban',mountains,56.1,25.333334
'http://en.wikipedia.org/wiki/Jabal_Thawban',fujairah,56.1,25.333334
'http://en.wikipedia.org/wiki/Potomje',,17.333334,42.95
'http://en.wikipedia.org/wiki/Haswell_Grange',,-1.4554739,54.78782
'http://en.wikipedia.org/wiki/Dehdez',populated,50.283333,31.733334
'http://en.wikipedia.org/wiki/Dehdez',khuzestan,50.283333,31.733334
'http://en.wikipedia.org/wiki/Dehdez',province,50.283333,31.733334
'http://en.wikipedia.org/wiki/Pidula',,22.166666,58.416668
'http://en.wikipedia.org/wiki/Afatauri',geoclass,-149.13055,-17.7875
'http://en.wikipedia.org/wiki/Afatauri',populated,-149.13055,-17.7875
'http://en.wikipedia.org/wiki/Afatauri',towns,-149.13055,-17.7875
'http://en.wikipedia.org/wiki/Afatauri',villages,-149.13055,-17.7875
'http://en.wikipedia.org/wiki/Afatauri',tahiti,-149.13055,-17.7875
'http://en.wikipedia.org/wiki/Urdoi',populated,87.3,31.9
'http://en.wikipedia.org/wiki/Urdoi',tibet,87.3,31.9
'http://en.wikipedia.org/wiki/Urdoi',geoclass,87.3,31.9
'http://en.wikipedia.org/wiki/Ugtaal',geoclass,105.41194,48.2575
'http://en.wikipedia.org/wiki/Ugtaal',administrative,105.41194,48.2575
'http://en.wikipedia.org/wiki/Ugtaal',division,105.41194,48.2575
'http://en.wikipedia.org/wiki/Piplod',cities,73.9,22.816668
'http://en.wikipedia.org/wiki/Piplod',towns,73.9,22.816668
'http://en.wikipedia.org/wiki/Piplod',dahod,73.9,22.816668
'http://en.wikipedia.org/wiki/Piplod',district,73.9,22.816668
'http://en.wikipedia.org/wiki/Piplod',geoclass,73.9,22.816668
'http://en.wikipedia.org/wiki/Piplod',populated,73.9,22.816668
'http://en.wikipedia.org/wiki/Pragasapuram',villages,77.175,8.095833
'http://en.wikipedia.org/wiki/Pragasapuram',thoothukudi,77.175,8.095833
'http://en.wikipedia.org/wiki/Pragasapuram',district,77.175,8.095833
'http://en.wikipedia.org/wiki/Zham',geoclass,85.98333,27.983334
'http://en.wikipedia.org/wiki/Zham',populated,85.98333,27.983334
'http://en.wikipedia.org/wiki/Zham',tibet,85.98333,27.983334
'http://en.wikipedia.org/wiki/Pasto_Pata',populated,-67.433334,-16.3
'http://en.wikipedia.org/wiki/Pasto_Pata',la,-67.433334,-16.3
'http://en.wikipedia.org/wiki/Pasto_Pata',paz,-67.433334,-16.3
'http://en.wikipedia.org/wiki/Pasto_Pata',department,bolivia,-67.433334,-16.3
'http://en.wikipedia.org/wiki/Pasto_Pata',geoclass,-67.433334,-16.3
'http://en.wikipedia.org/wiki/Wik_Castle',castles,17.461666,59.73611
'http://en.wikipedia.org/wiki/Wik_Castle',sweden,17.461666,59.73611
'http://en.wikipedia.org/wiki/Suur-Pahila',,22.85,58.55
'http://en.wikipedia.org/wiki/Lekutu_River',rivers,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Lekutu_River',vanua,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Lekutu_River',levu,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Lekutu_River',geoclass,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Lekutu_River',stream,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Lekutu_River',river109411430,178.71666,-16.666666
'http://en.wikipedia.org/wiki/Zerhamra',,-2.4833333,29.983334
'http://en.wikipedia.org/wiki/Attymass',geoclass,-9.083333,54.05
'http://en.wikipedia.org/wiki/Attymass',populated,-9.083333,54.05
'http://en.wikipedia.org/wiki/Attymass',towns,-9.083333,54.05
'http://en.wikipedia.org/wiki/Attymass',villages,-9.083333,54.05
'http://en.wikipedia.org/wiki/Attymass',county,-9.083333,54.05
'http://en.wikipedia.org/wiki/Attymass',mayo,-9.083333,54.05
'http://en.wikipedia.org/wiki/Rotstein',mountain109359803,14.766666,51.1
'http://en.wikipedia.org/wiki/Rotstein',mountains,14.766666,51.1
'http://en.wikipedia.org/wiki/Rotstein',saxony,14.766666,51.1
'http://en.wikipedia.org/wiki/Tamavua_River',rivers,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Tamavua_River',viti,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Tamavua_River',levu,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Tamavua_River',geoclass,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Tamavua_River',stream,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Tamavua_River',river109411430,178.43333,-18.116667
'http://en.wikipedia.org/wiki/Eoste',geoclass,27.1,58.1
'http://en.wikipedia.org/wiki/Eoste',populated,27.1,58.1
'http://en.wikipedia.org/wiki/Eoste',villages,27.1,58.1
'http://en.wikipedia.org/wiki/Eoste',p%c3%b5lva,27.1,58.1
'http://en.wikipedia.org/wiki/Eoste',county,27.1,58.1
'http://en.wikipedia.org/wiki/Tanak_Tepong',populated,116.2,-8.583333
'http://en.wikipedia.org/wiki/Tanak_Tepong',west,116.2,-8.583333
'http://en.wikipedia.org/wiki/Tanak_Tepong',nusa,116.2,-8.583333
'http://en.wikipedia.org/wiki/Tanak_Tepong',tenggara,116.2,-8.583333
'http://en.wikipedia.org/wiki/Gabrene',villages,22.966667,41.366665
'http://en.wikipedia.org/wiki/Gabrene',blagoevgrad,22.966667,41.366665
'http://en.wikipedia.org/wiki/Gabrene',province,22.966667,41.366665
'http://en.wikipedia.org/wiki/Tilsi',villages,27.016666,57.966667
'http://en.wikipedia.org/wiki/Tilsi',p%c3%b5lva,27.016666,57.966667
'http://en.wikipedia.org/wiki/Tilsi',county,27.016666,57.966667
'http://en.wikipedia.org/wiki/Tilsi',geoclass,27.016666,57.966667
'http://en.wikipedia.org/wiki/Tilsi',populated,27.016666,57.966667
'http://en.wikipedia.org/wiki/Old_Maldah',cities,88.14,25.04
'http://en.wikipedia.org/wiki/Old_Maldah',towns,88.14,25.04
'http://en.wikipedia.org/wiki/Old_Maldah',malda,88.14,25.04
'http://en.wikipedia.org/wiki/Old_Maldah',district,88.14,25.04
'http://en.wikipedia.org/wiki/Amlikon',former,9.056081,47.56972
'http://en.wikipedia.org/wiki/Amlikon',municipalities,9.056081,47.56972
'http://en.wikipedia.org/wiki/Amlikon',thurgau,9.056081,47.56972
'http://en.wikipedia.org/wiki/Amlikon',villages,9.056081,47.56972
'http://en.wikipedia.org/wiki/Mount_Emery',mountains,-60.374,-52.049
'http://en.wikipedia.org/wiki/Mount_Emery',west,-60.374,-52.049
'http://en.wikipedia.org/wiki/Mount_Emery',falkland,-60.374,-52.049
'http://en.wikipedia.org/wiki/Okaba_Station',railway,135.2226,34.8219
'http://en.wikipedia.org/wiki/Okaba_Station',stations,135.2226,34.8219
'http://en.wikipedia.org/wiki/Okaba_Station',hy%c5%8,135.2226,34.8219
'http://en.wikipedia.org/wiki/Okaba_Station',dgo,135.2226,34.8219
'http://en.wikipedia.org/wiki/Okaba_Station',prefecture,135.2226,34.8219
'http://en.wikipedia.org/wiki/Egira_Station',stations,136.6996,35.3156
'http://en.wikipedia.org/wiki/Egira_Station',nagoya,136.6996,35.3156
'http://en.wikipedia.org/wiki/Egira_Station',railroad,136.6996,35.3156
'http://en.wikipedia.org/wiki/Egira_Station',railway,136.6996,35.3156
'http://en.wikipedia.org/wiki/Egira_Station',gifu,136.6996,35.3156
'http://en.wikipedia.org/wiki/Egira_Station',prefecture,136.6996,35.3156
'http://en.wikipedia.org/wiki/Narawa_Station',railway,136.922,34.8863
'http://en.wikipedia.org/wiki/Narawa_Station',stations,136.922,34.8863
'http://en.wikipedia.org/wiki/Narawa_Station',aichi,136.922,34.8863
'http://en.wikipedia.org/wiki/Narawa_Station',prefecture,136.922,34.8863
'http://en.wikipedia.org/wiki/Narawa_Station',nagoya,136.922,34.8863
'http://en.wikipedia.org/wiki/Narawa_Station',railroad,136.922,34.8863
'http://en.wikipedia.org/wiki/Ordrup_station',s,12.5836115,55.763054
'http://en.wikipedia.org/wiki/Ordrup_station',train,12.5836115,55.763054
'http://en.wikipedia.org/wiki/Ordrup_station',stations,12.5836115,55.763054
'http://en.wikipedia.org/wiki/Kikka,_Estonia',villages,27.383333,57.983334
'http://en.wikipedia.org/wiki/Kikka,_Estonia',p%c3%b5lva,27.383333,57.983334
'http://en.wikipedia.org/wiki/Kikka,_Estonia',county,27.383333,57.983334
'http://en.wikipedia.org/wiki/Sanica_Gornja',populated,16.616667,44.616665
'http://en.wikipedia.org/wiki/Sanica_Gornja',bosnia,16.616667,44.616665
'http://en.wikipedia.org/wiki/Sanica_Gornja',herzegovina,16.616667,44.616665
'http://en.wikipedia.org/wiki/Sanica_Gornja',geoclass,16.616667,44.616665
'http://en.wikipedia.org/wiki/Larouco',geoclass,-7.1666665,42.35
'http://en.wikipedia.org/wiki/Larouco',third,-7.1666665,42.35
'http://en.wikipedia.org/wiki/Larouco',administrative,-7.1666665,42.35
'http://en.wikipedia.org/wiki/Larouco',division,-7.1666665,42.35
'http://en.wikipedia.org/wiki/Ide_Station',railway,138.4909,35.2475
'http://en.wikipedia.org/wiki/Ide_Station',stations,138.4909,35.2475
'http://en.wikipedia.org/wiki/Ide_Station',yamanashi,138.4909,35.2475
'http://en.wikipedia.org/wiki/Ide_Station',prefecture,138.4909,35.2475
'http://en.wikipedia.org/wiki/Lamai',cities,94.07548,24.86697
'http://en.wikipedia.org/wiki/Lamai',towns,94.07548,24.86697
'http://en.wikipedia.org/wiki/Lamai',imphal,94.07548,24.86697
'http://en.wikipedia.org/wiki/Lamai',east,94.07548,24.86697
'http://en.wikipedia.org/wiki/Lamai',district,94.07548,24.86697
'http://en.wikipedia.org/wiki/Ahla',populated,73.4,32.6
'http://en.wikipedia.org/wiki/Ahla',mandi,73.4,32.6
'http://en.wikipedia.org/wiki/Ahla',bahauddin,73.4,32.6
'http://en.wikipedia.org/wiki/Ahla',district,73.4,32.6
'http://en.wikipedia.org/wiki/Abercraf',geoclass,-3.7130556,51.800556
'http://en.wikipedia.org/wiki/Abercraf',populated,-3.7130556,51.800556
'http://en.wikipedia.org/wiki/Abercraf',villages,-3.7130556,51.800556
'http://en.wikipedia.org/wiki/Abercraf',powys,-3.7130556,51.800556
'http://en.wikipedia.org/wiki/Chumbicha',populated,-66.23333,-28.866667
'http://en.wikipedia.org/wiki/Chumbicha',catamarca,-66.23333,-28.866667
'http://en.wikipedia.org/wiki/Chumbicha',province,-66.23333,-28.866667
'http://en.wikipedia.org/wiki/Chumbicha',geoclass,-66.23333,-28.866667
'http://en.wikipedia.org/wiki/Alba_Posse',populated,-54.7,-27.55
'http://en.wikipedia.org/wiki/Alba_Posse',misiones,-54.7,-27.55
'http://en.wikipedia.org/wiki/Alba_Posse',province,-54.7,-27.55
'http://en.wikipedia.org/wiki/Alba_Posse',geoclass,-54.7,-27.55
'http://en.wikipedia.org/wiki/Osenberge',dunes,8.284194,53.026196
'http://en.wikipedia.org/wiki/La_Herrera',municipalities,-2.1166668,38.966667
'http://en.wikipedia.org/wiki/La_Herrera',albacete,-2.1166668,38.966667
'http://en.wikipedia.org/wiki/Oberalberting',populated,13.433333,48.016666
'http://en.wikipedia.org/wiki/Oberalberting',austria,13.433333,48.016666
'http://en.wikipedia.org/wiki/Oberalberting',geoclass,13.433333,48.016666
'http://en.wikipedia.org/wiki/Mataraca',populated,-35.05,-6.6
'http://en.wikipedia.org/wiki/Mataraca',para%c3%a,-35.05,-6.6
'http://en.wikipedia.org/wiki/Mataraca',dba,-35.05,-6.6
'http://en.wikipedia.org/wiki/Khai',populated,72.76667,32.833332
'http://en.wikipedia.org/wiki/Khai',punjab%28,72.76667,32.833332
'http://en.wikipedia.org/wiki/Khai',pakistan%29,72.76667,32.833332
'http://en.wikipedia.org/wiki/Tiharu',geoclass,22.216667,58.883335
'http://en.wikipedia.org/wiki/Tiharu',populated,22.216667,58.883335
'http://en.wikipedia.org/wiki/Tiharu',villages,22.216667,58.883335
'http://en.wikipedia.org/wiki/Tiharu',hiiu,22.216667,58.883335
'http://en.wikipedia.org/wiki/Tiharu',county,22.216667,58.883335
'http://en.wikipedia.org/wiki/Inada_Station',railway,140.2148,36.3689
'http://en.wikipedia.org/wiki/Inada_Station',stations,140.2148,36.3689
'http://en.wikipedia.org/wiki/Inada_Station',ibaraki,140.2148,36.3689
'http://en.wikipedia.org/wiki/Inada_Station',prefecture,140.2148,36.3689
'http://en.wikipedia.org/wiki/Mynttorget',squares,18.068666,59.326694
'http://en.wikipedia.org/wiki/Mynttorget',stockholm,18.068666,59.326694
'http://en.wikipedia.org/wiki/Jagnjid',populated,17.533333,43.933334
'http://en.wikipedia.org/wiki/Jagnjid',bosnia,17.533333,43.933334
'http://en.wikipedia.org/wiki/Jagnjid',herzegovina,17.533333,43.933334
'http://en.wikipedia.org/wiki/Jagnjid',geoclass,17.533333,43.933334
'http://en.wikipedia.org/wiki/Sulky_Gully',,143.8667,-37.4667
'http://en.wikipedia.org/wiki/Habibpur',cities,86.9832,25.21217
'http://en.wikipedia.org/wiki/Habibpur',towns,86.9832,25.21217
'http://en.wikipedia.org/wiki/Habibpur',bhagalpur,86.9832,25.21217
'http://en.wikipedia.org/wiki/Habibpur',district,86.9832,25.21217
'http://en.wikipedia.org/wiki/Nayabazar',cities,88.2667,27.1333
'http://en.wikipedia.org/wiki/Nayabazar',towns,88.2667,27.1333
'http://en.wikipedia.org/wiki/Nayabazar',west,88.2667,27.1333
'http://en.wikipedia.org/wiki/Nayabazar',sikkim,88.2667,27.1333
'http://en.wikipedia.org/wiki/Nayabazar',district,88.2667,27.1333
'http://en.wikipedia.org/wiki/Bamarni',,43.266666,37.116665
'http://en.wikipedia.org/wiki/Salakati',cities,90.36255,26.493313
'http://en.wikipedia.org/wiki/Salakati',towns,90.36255,26.493313
'http://en.wikipedia.org/wiki/Salakati',kokrajhar,90.36255,26.493313
'http://en.wikipedia.org/wiki/Salakati',district,90.36255,26.493313
'http://en.wikipedia.org/wiki/Orchard_Leigh',hamlets,-0.575,51.72
'http://en.wikipedia.org/wiki/Orchard_Leigh',buckinghamshire,-0.575,51.72
'http://en.wikipedia.org/wiki/Yuwan',populated,48.466667,14.633333
'http://en.wikipedia.org/wiki/Yuwan',hadhramaut,48.466667,14.633333
'http://en.wikipedia.org/wiki/Yuwan',governorate,48.466667,14.633333
'http://en.wikipedia.org/wiki/Maly_Umys',rural,45.5,53.95
'http://en.wikipedia.org/wiki/Maly_Umys',localities,45.5,53.95
'http://en.wikipedia.org/wiki/Maly_Umys',mordovia,45.5,53.95
'http://en.wikipedia.org/wiki/Goalpokhar',community,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',development,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',blocks,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',uttar,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',dinajpur,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',district,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',cities,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',towns,88.13,26.08
'http://en.wikipedia.org/wiki/Goalpokhar',north,88.13,26.08
'http://en.wikipedia.org/wiki/Obiori_Station',railway,138.9286,37.5729
'http://en.wikipedia.org/wiki/Obiori_Station',stations,138.9286,37.5729
'http://en.wikipedia.org/wiki/Obiori_Station',niigata,138.9286,37.5729
'http://en.wikipedia.org/wiki/Obiori_Station',prefecture,138.9286,37.5729
'http://en.wikipedia.org/wiki/Giria,_India',villages,88.066666,24.516666
'http://en.wikipedia.org/wiki/Giria,_India',murshidabad,88.066666,24.516666
'http://en.wikipedia.org/wiki/Giria,_India',district,88.066666,24.516666
'http://en.wikipedia.org/wiki/Apuarema',populated,-39.75,-13.9
'http://en.wikipedia.org/wiki/Apuarema',bahia,-39.75,-13.9
'http://en.wikipedia.org/wiki/Otac',communes,28.833334,47.583332
'http://en.wikipedia.org/wiki/Otac',rezina,28.833334,47.583332
'http://en.wikipedia.org/wiki/Otac',district,28.833334,47.583332
'http://en.wikipedia.org/wiki/Otac',geoclass,28.833334,47.583332
'http://en.wikipedia.org/wiki/Otac',populated,28.833334,47.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',populated,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',khachmaz,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',rayon,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',yago,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',geo,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',entity,48.65,41.583332
'http://en.wikipedia.org/wiki/Kusarkyshlakh',geoclass,48.65,41.583332
'http://en.wikipedia.org/wiki/Dazdarevo',villages,19.266666,44.833332
'http://en.wikipedia.org/wiki/Dazdarevo',republika,19.266666,44.833332
'http://en.wikipedia.org/wiki/Dazdarevo',srpska,19.266666,44.833332
'http://en.wikipedia.org/wiki/Dazdarevo',geoclass,19.266666,44.833332
'http://en.wikipedia.org/wiki/Dazdarevo',populated,19.266666,44.833332
'http://en.wikipedia.org/wiki/Laleta',geoclass,18.966667,43.666668
'http://en.wikipedia.org/wiki/Laleta',populated,18.966667,43.666668
'http://en.wikipedia.org/wiki/Laleta',bosnia,18.966667,43.666668
'http://en.wikipedia.org/wiki/Laleta',herzegovina,18.966667,43.666668
'http://en.wikipedia.org/wiki/Kawata_Station',railway,134.2044,34.0611
'http://en.wikipedia.org/wiki/Kawata_Station',stations,134.2044,34.0611
'http://en.wikipedia.org/wiki/Kawata_Station',tokushima,134.2044,34.0611
'http://en.wikipedia.org/wiki/Kawata_Station',prefecture,134.2044,34.0611
'http://en.wikipedia.org/wiki/Varca',beaches,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',goa,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',geoclass,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',populated,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',cities,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',towns,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',south,73.92,15.22
'http://en.wikipedia.org/wiki/Varca',district,73.92,15.22
'http://en.wikipedia.org/wiki/Saastna',geoclass,23.583334,58.716667
'http://en.wikipedia.org/wiki/Saastna',populated,23.583334,58.716667
'http://en.wikipedia.org/wiki/Saastna',villages,23.583334,58.716667
'http://en.wikipedia.org/wiki/Saastna',l%c3%a4%c3%a4ne,23.583334,58.716667
'http://en.wikipedia.org/wiki/Saastna',county,23.583334,58.716667
'http://en.wikipedia.org/wiki/Mafhaq',populated,43.9,15.1
'http://en.wikipedia.org/wiki/Mafhaq',san%e2%80%98a%e2%80%99,43.9,15.1
'http://en.wikipedia.org/wiki/Mafhaq',governorate,43.9,15.1
'http://en.wikipedia.org/wiki/Karumo_Station',railway,135.1565,34.6534
'http://en.wikipedia.org/wiki/Karumo_Station',stations,135.1565,34.6534
'http://en.wikipedia.org/wiki/Karumo_Station',hy%c5%8,135.1565,34.6534
'http://en.wikipedia.org/wiki/Karumo_Station',dgo,135.1565,34.6534
'http://en.wikipedia.org/wiki/Karumo_Station',prefecture,135.1565,34.6534
'http://en.wikipedia.org/wiki/Bakhra',villages,85.1,26.033333
'http://en.wikipedia.org/wiki/Bakhra',muzaffarpur,85.1,26.033333
'http://en.wikipedia.org/wiki/Bakhra',district,85.1,26.033333
'http://en.wikipedia.org/wiki/Bakhra',geoclass,85.1,26.033333
'http://en.wikipedia.org/wiki/Bakhra',populated,85.1,26.033333
'http://en.wikipedia.org/wiki/Fakhralo',yago,44.63889,41.372776
'http://en.wikipedia.org/wiki/Fakhralo',geo,44.63889,41.372776
'http://en.wikipedia.org/wiki/Fakhralo',entity,44.63889,41.372776
'http://en.wikipedia.org/wiki/Fakhralo',populated,44.63889,41.372776
'http://en.wikipedia.org/wiki/Fakhralo',georgia%28country%29,44.63889,41.372776
'http://en.wikipedia.org/wiki/Queula',geoclass,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',populated,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',cities,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',towns,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',north,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',goa,73.97,15.38
'http://en.wikipedia.org/wiki/Queula',district,73.97,15.38
'http://en.wikipedia.org/wiki/Castellnovo',municipalities,-0.45,39.866665
'http://en.wikipedia.org/wiki/Castellnovo',castell%c3%b3n,-0.45,39.866665
'http://en.wikipedia.org/wiki/Upstart_Bay',geoclass,147.66667,-19.666666
'http://en.wikipedia.org/wiki/Upstart_Bay',bay,147.66667,-19.666666
'http://en.wikipedia.org/wiki/Upstart_Bay',bays,147.66667,-19.666666
'http://en.wikipedia.org/wiki/Upstart_Bay',queensland,147.66667,-19.666666
'http://en.wikipedia.org/wiki/Rashid,_Yemen',populated,48.316666,15.116667
'http://en.wikipedia.org/wiki/Rashid,_Yemen',hadhramaut,48.316666,15.116667
'http://en.wikipedia.org/wiki/Rashid,_Yemen',governorate,48.316666,15.116667
'http://en.wikipedia.org/wiki/Lunardelli',populated,-51.2,-23
'http://en.wikipedia.org/wiki/Lunardelli',paran%c3%a1%28state%29,-51.2,-23
'http://en.wikipedia.org/wiki/Mullingstorp',companies,16.688232,58.54246
'http://en.wikipedia.org/wiki/Mullingstorp',sweden,16.688232,58.54246
'http://en.wikipedia.org/wiki/Novodonetskoye',populated,48.645557,39.96417
'http://en.wikipedia.org/wiki/Novodonetskoye',sabirabad,48.645557,39.96417
'http://en.wikipedia.org/wiki/Novodonetskoye',rayon,48.645557,39.96417
'http://en.wikipedia.org/wiki/Novodonetskoye',geoclass,48.645557,39.96417
'http://en.wikipedia.org/wiki/Honna_Station',railway,139.4988,37.4447
'http://en.wikipedia.org/wiki/Honna_Station',stations,139.4988,37.4447
'http://en.wikipedia.org/wiki/Honna_Station',fukushima,139.4988,37.4447
'http://en.wikipedia.org/wiki/Honna_Station',prefecture,139.4988,37.4447
'http://en.wikipedia.org/wiki/Fuerte_Quemado',populated,-66.05,-26.616667
'http://en.wikipedia.org/wiki/Fuerte_Quemado',catamarca,-66.05,-26.616667
'http://en.wikipedia.org/wiki/Fuerte_Quemado',province,-66.05,-26.616667
'http://en.wikipedia.org/wiki/Loopspruit',populated,29.75,-24.666666
'http://en.wikipedia.org/wiki/Loopspruit',mpumalanga,29.75,-24.666666
'http://en.wikipedia.org/wiki/Sale_College',public,147.06805,-38.10923
'http://en.wikipedia.org/wiki/Sale_College',schools,147.06805,-38.10923
'http://en.wikipedia.org/wiki/Sale_College',victoria%28,147.06805,-38.10923
'http://en.wikipedia.org/wiki/Sale_College',australia%29,147.06805,-38.10923
'http://en.wikipedia.org/wiki/Mirolyubovo',villages,27.366667,42.65
'http://en.wikipedia.org/wiki/Mirolyubovo',burgas,27.366667,42.65
'http://en.wikipedia.org/wiki/Mirolyubovo',province,27.366667,42.65
'http://en.wikipedia.org/wiki/East_Bowling',,-1.74,53.77639
'http://en.wikipedia.org/wiki/Jaoli',cities,76.4,17.9
'http://en.wikipedia.org/wiki/Jaoli',towns,76.4,17.9
'http://en.wikipedia.org/wiki/Jaoli',satara,76.4,17.9
'http://en.wikipedia.org/wiki/Jaoli',district,76.4,17.9
'http://en.wikipedia.org/wiki/West_Mainland',,-1.5,60.25
'http://en.wikipedia.org/wiki/Bishnah',cities,74.87,32.62
'http://en.wikipedia.org/wiki/Bishnah',towns,74.87,32.62
'http://en.wikipedia.org/wiki/Bishnah',jammu,74.87,32.62
'http://en.wikipedia.org/wiki/Bishnah',kashmir,74.87,32.62
'http://en.wikipedia.org/wiki/Talod',cities,75.6,23.683332
'http://en.wikipedia.org/wiki/Talod',towns,75.6,23.683332
'http://en.wikipedia.org/wiki/Talod',sabarkantha,75.6,23.683332
'http://en.wikipedia.org/wiki/Talod',district,75.6,23.683332
'http://en.wikipedia.org/wiki/Tirbiku',villages,26.2,59.35
'http://en.wikipedia.org/wiki/Tirbiku',l%c3%a4%c3%a4ne,26.2,59.35
'http://en.wikipedia.org/wiki/Tirbiku',viru,26.2,59.35
'http://en.wikipedia.org/wiki/Tirbiku',county,26.2,59.35
'http://en.wikipedia.org/wiki/Tirbiku',geoclass,26.2,59.35
'http://en.wikipedia.org/wiki/Tirbiku',populated,26.2,59.35
'http://en.wikipedia.org/wiki/Rio_Rufino',populated,-49.783333,-27.866667
'http://en.wikipedia.org/wiki/Rio_Rufino',santa,-49.783333,-27.866667
'http://en.wikipedia.org/wiki/Rio_Rufino',catarina%28state%29,-49.783333,-27.866667
'http://en.wikipedia.org/wiki/Barhan',populated,43.933334,15.416667
'http://en.wikipedia.org/wiki/Barhan',san%e2%80%98a%e2%80%99,43.933334,15.416667
'http://en.wikipedia.org/wiki/Barhan',governorate,43.933334,15.416667
'http://en.wikipedia.org/wiki/Barhan',geoclass,43.933334,15.416667
'http://en.wikipedia.org/wiki/Piploda',cities,75.43,23.35
'http://en.wikipedia.org/wiki/Piploda',towns,75.43,23.35
'http://en.wikipedia.org/wiki/Piploda',madhya,75.43,23.35
'http://en.wikipedia.org/wiki/Piploda',pradesh,75.43,23.35
'http://en.wikipedia.org/wiki/Sidlaghatta',geoclass,77.86,13.39
'http://en.wikipedia.org/wiki/Sidlaghatta',populated,77.86,13.39
'http://en.wikipedia.org/wiki/Sidlaghatta',cities,77.86,13.39
'http://en.wikipedia.org/wiki/Sidlaghatta',towns,77.86,13.39
'http://en.wikipedia.org/wiki/Sidlaghatta',karnataka,77.86,13.39
'http://en.wikipedia.org/wiki/Slovalco',aluminium,18.8475,48.563057
'http://en.wikipedia.org/wiki/Slovalco',companies,18.8475,48.563057
'http://en.wikipedia.org/wiki/Slovalco',slovakia,18.8475,48.563057
'http://en.wikipedia.org/wiki/Skollenborg',villages,9.693055,59.621944
'http://en.wikipedia.org/wiki/Skollenborg',buskerud,9.693055,59.621944
